Group,Sample, Formate , Acetate , Propionate , Butyrate , Isovalerate , Lactate , Succinate,total_SCFA,Bacteroides,Escherichia_Shigella,Bifidobacterium,Enterococcus,Klebsiella,Streptococcus,Salmonella,Hafnia_Obesumbacterium,Collinsella,Enterobacter,Hungatella,Lacticaseibacillus,Akkermansia,Blautia,Parabacteroides,Anaeroglobus,Veillonella,Eubacterium,Clostridium_sensu_stricto_1,Pluralibacter,Eggerthella,Citrobacter,ash,crude_protein,fat,carbohydrate,total_dietary_fibre,sugar,non_protein_nitrogen,energy,beta_glucan,saturated_fat
food_formula,Kumara_with_skin_and_formula,0.750895349,1.79116353,0.280385243,-0.024964373,0.106417089,0.306207687,0.36387063,2.046584399,0.417646202,0.17220887,0.171546136,0.088485908,0.016801398,0.013036195,0.004267715,0.00326269,0.005207195,0.001900808,0.004610007,0.003670527,0.00751584,0.00375792,0.003218994,0.001005025,0.000735562,0.00080839,0.000327726,0.000436967,0.000633603,0.000436967,0.295292347,0.779693149,1.924456631,6.422608547,0.417656641,5.962478348,0.09404859,196.9357248,0.00202255,0.161804026
food_formula,Kumara_with_skin_and_formula,0.650893003,1.815208211,0.246652942,0.02358024,0.135762054,0.567555338,0.330876183,2.085441393,0.428173726,0.115021337,0.181338881,0.094960576,0.016744884,0.014132375,0.004178833,0.001152578,0.007884813,0.001885499,0.005378696,0.003646874,0.006566737,0.003309967,0.001749554,0.001885499,0.001702269,0.000886598,0.002565224,0.000608797,0.000821581,0.000591065,0.288513597,0.761794465,1.880278685,6.275170745,0.40806889,5.825603324,0.091889605,192.4148561,0.001976121,0.158089642
food,Pork,0.644022462,2.444869004,0.350373952,0.011033106,0.081863146,0.138818782,0.854011708,2.806276061,0.445637667,0.13896668,0.16682482,0.058285309,0.011687921,0.014303238,0.004057984,0.013755487,0.018199212,0.001465812,0.005855533,0.003571952,0.024617925,0.002206433,0.01133304,0.00154296,0.001812978,0.00056318,0.000640328,0.000331736,0.00094892,0.001674111,0.535923757,10.68019486,1.569491001,0.051040358,0.255201789,0.051040358,0.185021297,241.7398945,0,0.54932185
food,Pork,0.642573167,3.41967143,0.51947462,0.019901156,0.103181844,0.207918473,1.35814129,3.959047205,0.387219466,0.184741134,0.167205081,0.104283746,0.015238142,0.015713572,0.00093867,0.032664481,0.002858675,0.000109715,0.005308969,0.003772964,0.016073192,0.002041911,0.0110507,0.001536005,0.002127245,0.000731431,0.000286477,0.000554668,0.001030098,0.0016701,0.377503469,7.523104849,1.105545874,0.035952711,0.179763557,0.035952711,0.130328579,170.2810291,0,0.386941056
food,Pork,1.121039995,2.69784078,0.248793545,-0.002575306,0.100921907,0.131899191,0.806861235,2.944059019,0.416054346,0.036550569,0.173500838,0.031043967,0.006164192,0.020133691,0.010767322,0.123255242,0.006970454,0.00826848,0.002069979,0.00400844,0.003470932,0.002956296,0.008257043,0.00172117,0.002664669,0.00078339,0.000497481,0.000365963,0.000731926,0.000303063,0.424929958,8.468247016,1.244437734,0.04046952,0.202347599,0.04046952,0.146702009,191.6737631,0,0.435553207
food_formula,Pork_and_formula,0.566896074,1.287472723,0.195860507,0,0.101930006,0.298432766,0.239644887,1.48333323,0.398885035,0.143778563,0.18095485,0.08277315,0.022804914,0.01584935,0.001134412,0.011233916,0.00862801,0.001452047,0.003506952,0.003072635,0.010028198,0.003247658,0.006203611,0.001815059,0.001730788,0.000674165,0.000933459,0.0004408,0.000421353,0.000641753,0.320649911,2.49980358,2.225563525,5.083988716,0.278459133,5.143055805,0.123408025,213.3271199,0,0.255359682
food_formula,Pork_and_formula,0.733080854,1.905066278,0.330158886,0.15125235,0.083327505,0.52334321,0.421803169,2.386477514,0.458188196,0.145085851,0.170908979,0.106228076,0.016604099,0.011853037,0.002818635,0.000855437,0.00607422,0.001058527,0.005569574,0.002584774,0.001993969,0.003421749,0.001895501,0.000793895,0.000492338,0.00099083,0.00377254,0.000547726,0.000510801,0.000467721,0.392167642,3.05735958,2.721953044,6.217921171,0.340566637,6.290162579,0.150932941,260.9075844,0,0.312315086
food_formula,Pork_and_formula,0.648832127,1.516039421,0.240807896,0.009524675,0.056182496,0.270044114,0.524320773,1.766371992,0.432787698,0.258745255,0.174344375,0.039822723,0.019075656,0.011397947,0.000431332,0.000291149,0.00317029,0,0.003375173,0.002587992,0.001380262,0.003159507,0.001423395,0.000528382,0.000291149,0.000679348,0.000183316,0.000744048,0.000377415,0.000506815,0.582274822,4.539445161,4.041446957,9.232120538,0.505659714,9.339381689,0.224099191,387.3851408,0,0.463712942
food_food,Pork_and_Raspberries,1.091481464,4.883622552,0.611727203,0.100423035,0.104010599,0.378847712,0.820797387,5.59577279,0.427374583,0.142963986,0.166458118,0.152888045,0.0116356,0.009399091,0.000819814,0.005350362,0.004789437,0.000956449,0.003797031,0.003379933,0.007816995,0.001992003,0.012973191,0.000891727,0.001114659,0.001179381,0.00058969,0.000453055,0.000453055,0.00064003,0.361403775,4.395451323,0.962115456,3.294146575,0.759436312,2.412614393,0.090350944,172.0330809,0,0.22587736
food_food,Pork_and_Raspberries,0.615288391,3.590548544,0.339039999,0.049182487,0.072973768,0.224335985,0.617721653,3.97877103,0.371645212,0.203584808,0.17133958,0.144304953,0.014957923,0.010877524,0.000222857,0.000344897,0.007211003,0,0.005014273,0.004218357,0.009264467,0.001973873,0.014066496,0.001199181,0.001162038,0.000779998,0.000663264,0.000456325,0.000716325,0.000456325,0.355025519,4.317877939,0.945135504,3.236009633,0.746033355,2.370035224,0.08875638,168.9969449,0,0.22189095
food_food,Pork_and_Raspberries,0.94249083,5.167743824,0.539507689,0.02597597,0.159805759,0.448018675,1.114270202,5.733227483,0.383213142,0.193635431,0.172062232,0.158815173,0.013987915,0.010596288,0.000462186,0.00023789,0.002378897,2.72E-05,0.003452799,0.005104434,0.007238644,0.001495307,0.011180817,0.000638904,0.000672888,0.0008632,9.52E-05,0.00038742,0.000584529,0.000747653,0.260282916,3.165603031,0.69291533,2.372443605,0.546945857,1.73756433,0.065070729,123.8981853,0,0.162676822
food_food_formula,Pork_and_Raspberries_and_formula,1.377214062,3.17662408,0.528741596,0.132726529,0.096064709,0.350399195,0.810689549,3.838092205,0.387295907,0.235708016,0.179917272,0.064655193,0.021550115,0.011783704,0.003845464,0.001251109,0.008384372,0.001939704,0.003850313,0.003549659,0.002410083,0.003748479,0.002288851,0.000780731,0.000470378,0.000741937,0.002793174,0.000581911,0.000547966,0.000426735,0.268585915,1.458037826,1.882842079,5.012233415,0.346695084,4.898495502,0.097293877,182.3323806,0,0.184767011
food_food_formula,Pork_and_Raspberries_and_formula,0.996953983,2.809068931,0.460633175,0.008046366,0.101131402,0.493255123,0.629279632,3.277748472,0.396855437,0.201306999,0.174584688,0.108053898,0.021821064,0.012617072,0.003008686,0,0.003202795,0.000436745,0.004043933,0.004335096,0.003267498,0.003542486,0.004221866,0.000727908,0.000469096,0.000905841,0.000323515,0.000792611,0.000323515,0.000792611,0.289941786,1.573969694,2.032551089,5.410767371,0.374261591,5.287985901,0.105029933,196.8300384,0,0.199458252
food_food_formula,Pork_and_Raspberries_and_formula,1.526229945,3.394088444,0.29296761,0.003997338,0.114046965,0.846175798,0.625673943,3.691053392,0.383992418,0.063058074,0.181725245,0.085271896,0.006527839,0.013609426,0.075229885,0.011287944,0.008221031,0.029795912,0.004930489,0.003817668,0.004499204,0.004366091,0.001544106,0.001251258,0.000670887,0.000612318,0.000218305,0.000282199,0.000724132,0.00021298,0.245314421,1.331706857,1.719704155,4.577950921,0.31665586,4.474067774,0.088863897,166.5342814,0,0.168757965
food,Prawn,0.76772092,2.74640451,0.435854396,0.015652794,0.091444757,0.192931311,0.830583853,3.1979117,0.376725569,0.093810018,0.200790607,0.082100081,0.007781763,0.024836999,0.004245163,0.029274842,0.006973752,0.00167196,0.008297646,0.003679555,0.006203034,0.002175413,0.013164356,0.000708563,0.001187154,0.000957182,0.000528315,0.000453729,0.000975828,0.001771408,0.499204961,9.255667492,0.463547464,0.009169071,0.122254276,0.009169071,0.331105331,175.3330077,0.009169071,0.082521636
food,Prawn,0.694280249,3.481911871,0.412051417,0.013142636,0.093386397,0.45335971,0.715656373,3.907105925,0.319649585,0.164491781,0.215489708,0.126803895,0.009464339,0.018420264,0.00157739,0.037166434,0.016425713,0.001381846,0.004523589,0.005879362,0.001264519,0.001916333,0.005383984,0.000808249,0.0028028,0.000769141,0.000469306,0.000365016,0.002268313,0.000469306,0.455222034,8.440188114,0.422706174,0.008361221,0.111482947,0.008361221,0.301932982,159.8851265,0.008361221,0.075250989
food,Prawn,0.631591712,2.690376609,0.375024371,0.010471639,0.08393104,0.283492852,0.771370052,3.075872619,0.385748061,0.270846595,0.197930604,0.027013861,0.015439276,0.020499097,0.00035724,0.000266306,0.006008132,0,0.007164292,0.005189727,0.006975928,0.002598111,0.006228972,0.001896621,0.004605152,0.000948311,0.000142896,0.000474155,0.000863872,0.000422193,0.658210581,12.20376148,0.611195539,0.012089582,0.161194428,0.012089582,0.436568242,231.1796754,0.012089582,0.108806239
food_formula,Prawn_and_formula,0.835408237,1.869112897,0.244049705,0.024055356,0.104224593,0.324535414,0.395092023,2.137217958,0.363168763,0.217520806,0.189850447,0.104236281,0.021037482,0.021813403,0.000400476,0.000287842,0.003128715,0,0.003454102,0.003679369,0.002377824,0.004017271,0.007321194,0.000450535,0.000575684,0.001113823,0.000312872,0.000713347,0.000450535,0.000500594,0.302683509,2.39196119,1.860837296,4.581943007,0.236055064,4.635245763,0.145630745,189.2057482,0.001713303,0.163905976
food_formula,Prawn_and_formula,0.682469041,1.172084263,0.123293016,0,0.088510578,0.175764777,0.176451274,1.295377278,0.389616066,0.059596118,0.184974337,0.040959724,0.008830715,0.018513123,0.001311159,0.095423269,0.007048883,0.001826658,0.002577493,0.002891275,0.001187888,0.004538629,0.0017258,0.00041464,0.000739628,0.0008629,0.000403434,0.000459466,0.000336195,0.000313782,0.386999986,3.058273478,2.37919803,5.858303569,0.30181131,5.92645451,0.186198107,241.911501,0.002190566,0.209564144
food_formula,Prawn_and_formula,0.80029884,1.770922437,0.201145941,0.057581894,0.111004141,0.228832729,0.380955823,2.029650272,0.415936375,0.072043818,0.171045918,0.075765306,0.012327431,0.013437875,0.001343037,0.073094238,0.016551621,0.001943277,0.003608944,0.003203782,0.004059124,0.00180072,0.003338836,0.000840336,0.000915366,0.000645258,0.002288415,0.000480192,0.000360144,0.000892857,0.308001723,2.433988462,1.893532608,4.66244873,0.240202602,4.716688027,0.148189508,192.5301339,0.001743406,0.166785839
food,Pumpkin,0.732329397,4.425195675,0.488560462,0.02171491,0.10592312,0.707171629,0.840932558,4.935471047,0.397471446,0.164719967,0.185700261,0.12320954,0.022761775,0.016119532,0.000325647,0.00031128,0.010075905,2.39E-05,0.005799392,0.006105883,0.001613869,0.002102339,0.003764097,0.000646505,0.000862007,0.000866796,0.00013409,0.000747073,0.000799751,0.000751862,0.568799587,0.844311886,0.479924651,3.986040853,1.955248579,4.323765608,0.079987442,115.4485411,0,0.052880587
food,Pumpkin,0.703214434,3.301411299,0.323710397,0.003791799,0.111866047,0.297952609,0.664137879,3.628913495,0.396242276,0.159895549,0.15566565,0.046037041,0.024708691,0.015631847,0.002119421,0.045876072,0.004703862,0.002727525,0.002870608,0.00350554,0.001198322,0.00208365,0.004051045,0.000930041,0.001144666,0.000482906,0.000268281,0.00056339,0.000518677,0.000581276,0.509539823,0.756348174,0.429924225,3.570759538,1.75154314,3.873298808,0.071654038,103.4206609,0,0.04737128
food,Pumpkin,0.931651232,3.024832368,0.235134966,0.004519651,0.091492489,0.461133417,0.71439254,3.264486985,0.390398796,0.201205781,0.152369738,0.03892728,0.045599609,0.018022365,0.004915776,0.001576394,0.008428882,0.001814462,0.003989242,0.005462688,0.003339382,0.002850378,0.001833764,0.001196773,0.001627868,0.000823585,0.000289542,0.000598386,0.000804283,0.000772111,0.691848778,1.02696303,0.583747406,4.848346515,2.378230174,5.259131726,0.097291234,140.4236817,0,0.064320316
food_formula,Pumpkin_and_formula,1.187137502,2.002372492,0.185313823,-0.026930218,0.107415058,0.523526977,0.319158402,2.160756097,0.366627722,0.047105051,0.159863056,0.061450468,0.007550526,0.015484681,0.045471719,0.037357374,0.006527514,0.134903889,0.001807709,0.003249225,0.002016961,0.004929058,0.001365953,0.000761446,0.000848635,0.001075325,0.000261566,0.000552194,0.000441755,0.000313879,0.351670592,0.895345244,1.992800024,5.769216702,0.671003659,5.902608996,0.107118054,192.3476453,0,0.169670955
food_formula,Pumpkin_and_formula,0.960498467,2.534163601,0.337365632,0,0.130064952,0.450372171,0.53209902,2.871529233,0.393580955,0.181095794,0.173716351,0.070313252,0.028614055,0.013475503,0.009432852,0.004470445,0.015646557,0.002010631,0.003374223,0.003539993,0.002438424,0.002876913,0.002069452,0.000556132,0.000475921,0.000903714,0.00035293,0.000887672,0.000737944,0.00049731,0.288230552,0.73382836,1.633306464,4.728471907,0.549957146,4.837800737,0.087794364,157.6488602,0,0.139062959
food_formula,Pumpkin_and_formula,1.146604789,2.536643282,0.363844691,-0.036088628,0.132755206,0.410251144,0.582222452,2.864399346,0.394042358,0.136020489,0.184726516,0.078813581,0.017461615,0.014593925,0.039394017,0.002637764,0.008162379,0.020041898,0.005531002,0.003927905,0.004196153,0.004113124,0.002273714,0.000740873,0.000555655,0.000900544,0.000479013,0.000472626,0.000510947,0.00038321,0.282774232,0.719936695,1.602387317,4.638960036,0.539546236,4.746219228,0.086132381,154.664504,0,0.136430441
food_food,Pumpkin_and_Yellow_peas,0.681237211,2.847154611,0.367279156,0.014630976,0.098122523,0.607234202,0.422063604,3.229064743,0.399210465,0.139231167,0.178862057,0.109108828,0.017745257,0.013186438,0.000991048,0.011738407,0.01514651,0.001068129,0.003110788,0.004189929,0.001723322,0.001492077,0.003083259,0.00086992,0.001139705,0.000710251,0.000225739,0.000710251,0.000429454,0.000517547,0.387472563,1.537309973,0.430245508,4.891212092,2.136131207,2.533667992,0.050321112,142.2829443,0.0045289,0.050069506
food_food,Pumpkin_and_Yellow_peas,0.827405072,3.383131635,0.366299075,0.017149317,0.086134695,0.311513185,0.66249399,3.766580027,0.420632726,0.167951987,0.155984679,0.059160599,0.039250929,0.01108141,0.00134677,0.008418595,0.007758011,0.001638656,0.003425815,0.004639444,0.002765232,0.00185885,0.002109769,0.001203388,0.001705226,0.000650342,0.000281644,0.00070155,0.00038406,0.000875657,0.441138088,1.750229685,0.489835149,5.568652223,2.431988548,2.884584768,0.057290661,161.9893432,0.005156159,0.057004207
food_food,Pumpkin_and_Yellow_peas,0.539148491,3.618712783,0.365672526,0.022631843,0.082903928,0.776558146,0.511394458,4.007017152,0.383096712,0.189297089,0.183381555,0.125482214,0.023034136,0.015172924,0.000314,0.000414928,0.004676356,0,0.004939891,0.006358498,0.002898892,0.001827928,0.002893285,0.001435428,0.001558785,0.000936393,0.000201857,0.000555107,0.00066725,0.000689678,0.367301436,1.457280371,0.407847698,4.636584356,2.024928044,2.401769777,0.047701485,134.8759492,0.004293134,0.047462978
food_food_formula,Pumpkin_and_Yellow_peas_and_formula,0.638967565,1.473240392,0.22694175,-0.03256093,0.083183689,0.163473415,0.357919626,1.667621213,0.421419413,0.160562741,0.182899706,0.06920883,0.018002146,0.015856541,0.00464881,0.000680314,0.008817911,0.001491457,0.0057565,0.003733003,0.008032934,0.003148631,0.003715559,0.001648452,0.001517623,0.000776255,0.000252937,0.000697758,0.000715202,0.000497152,0.322781957,1.088438148,2.118732071,6.2860971,0.704794946,5.837788827,0.106507178,209.3572467,0.000978127,0.180355777
food_food_formula,Pumpkin_and_Yellow_peas_and_formula,1.142496758,2.97866798,0.365920639,-0.000902641,0.095894671,0.495561515,0.565413084,3.343685979,0.36013407,0.235987675,0.194493379,0.071462032,0.021047353,0.01596036,0.000263917,0.000329896,0.003879575,7.92E-05,0.004090708,0.003602462,0.002916279,0.002771125,0.00554225,0.000732369,0.000428865,0.000877523,0.000184742,0.000534431,0.000329896,0.000296906,0.270790792,0.913121138,1.777463463,5.273582287,0.59127215,4.897483965,0.089351844,175.6356369,0.000820578,0.151305495
food_food_formula,Pumpkin_and_Yellow_peas_and_formula,1.161114665,2.835872414,0.319942532,0.001576815,0.099667324,0.43322103,0.46964444,3.15739176,0.393007545,0.090058398,0.172107788,0.060325195,0.014084149,0.016825914,0.00738559,0.065427041,0.006819425,0.002531839,0.002258298,0.004007685,0.004866474,0.003651446,0.003772313,0.001024186,0.000839705,0.000629779,0.000432575,0.000489828,0.000547081,0.00049619,0.302061899,1.018568996,1.982726168,5.882579203,0.659552665,5.463048788,0.099670256,195.9181613,0.000915339,0.168778357
food,Raspberries,1.107469744,5.496568549,0.41804629,0.127498119,0.126905129,0.398503546,0.553626899,6.042112958,0.422979876,0.118974843,0.179846965,0.171039585,0.012520429,0.008636429,0.00239331,0.000656451,0.006461936,0.00090262,0.005655049,0.006085845,0.003302767,0.002448014,0.008260337,0.000834239,0.001839429,0.004499422,0.000348739,0.000512852,0.000841077,0.000499176,0.251002028,0.494160243,0.58044219,5.25927687,1.062836713,3.843468555,0.031375254,127.6972818,0,0.025100203
food,Raspberries,0.918422955,4.056588523,0.385721282,0.088287157,0.131894028,0.238501859,0.445021505,4.530596962,0.37966569,0.127139626,0.204694798,0.174917359,0.010760027,0.012071573,0.002783689,0.002368812,0.007936189,0.000990351,0.007213501,0.004791156,0.002462494,0.003225332,0.009716144,0.000709305,0.001003734,0.004362897,0.000240896,0.000548708,0.000655773,0.000481792,0.209442992,0.41234089,0.484336918,4.388485183,0.886860167,3.207095808,0.026180374,106.554122,0,0.020944299
food,Raspberries,1.013246067,4.082417044,0.471000232,0.038809796,0.158066775,0.584051525,0.567561295,4.592227071,0.422566954,0.130104991,0.155332721,0.181032043,0.012837251,0.010042443,0.000968006,0.005326516,0.014450594,0.001186428,0.002487031,0.005728611,0.000491449,0.002774951,0.00756534,0.000446772,0.000694979,0.00126089,0.00031274,0.000526198,0.000605624,0.000640373,0.165197952,0.325233468,0.382020264,3.461413334,0.699510077,2.529593637,0.020649744,84.04445799,0,0.016519795
food_formula,Raspberries_and_formula,0.603623749,1.768097158,0.212791052,0,0.102334847,0.363567331,0.37055956,1.980888211,0.387620436,0.1760652,0.164419408,0.083438205,0.026194709,0.012178476,0.001218513,0.008902472,0.007091349,0.001731221,0.003302637,0.003302637,0.002357124,0.003362564,0.004447907,0.001271782,0.001365001,0.000712464,0.000339586,0.000486074,0.000386196,0.00068583,0.298489116,0.863936808,2.114648246,6.466913846,0.520253917,6.146353351,0.100897729,206.9664675,0,0.170685326
food_formula,Raspberries_and_formula,1.570530478,2.973911684,0.279374921,0.191445513,0.126714159,0.222482583,0.438101107,3.444732118,0.350777873,0.040815736,0.196745166,0.067101996,0.004835919,0.019307479,0.004922792,0.009309868,0.009005813,0.001875005,0.007224921,0.00542955,0.003844121,0.004618737,0.002446917,0.001889483,0.001759174,0.001027995,0.003445954,0.000340252,0.000680504,0.00024614,0.240704079,0.69668575,1.705269743,5.214972529,0.419537039,4.956469909,0.081364759,166.8994621,0,0.137642051
food_formula,Raspberries_and_formula,0.694812382,2.302000841,0.265895544,0,0.135798066,0.466111469,0.574783841,2.567896385,0.381750172,0.245120086,0.168480705,0.095551858,0.020868939,0.015239423,0.001364277,0.000412281,0.003493149,0,0.003448172,0.003275764,0.002218824,0.00328326,0.004804953,0.000442266,0.000457258,0.000682138,0.000179905,0.000359809,0.000599682,0.000397289,0.226160191,0.654590412,1.602233465,4.899872023,0.394187657,4.656988719,0.076448515,156.8150169,0,0.129325405
food,Soybean,0.745610554,2.469266438,0.394660345,0.007789716,0.093080879,0.119997549,0.92446692,2.8717165,0.382437616,0.256683823,0.196615935,0.044112125,0.019585754,0.016125113,0.000323975,0.000242981,0.002783239,0,0.004182221,0.004528285,0.006398504,0.004241126,0.005190961,0.000898294,0.001281173,0.000898294,0.000176714,0.000559593,0.000382879,0.000419695,0.373119799,3.969994664,2.392941646,0.776089182,2.268568379,0.437793898,0.019899723,187.3558885,0.009949861,0.383069661
food,Soybean,1.027845651,2.6874237,0.329742966,0.014237452,0.087150088,0.126548959,0.845616284,3.031404118,0.389341112,0.20886708,0.176228007,0.027229163,0.028946253,0.014074388,0.003570684,0.009339819,0.005129716,0.016208177,0.001803303,0.002622334,0.004878259,0.003635345,0.003391073,0.000660972,0.000797477,0.00068971,0.000244272,0.000826215,0.000431069,0.000847768,0.402019022,4.27748239,2.578281992,0.836199565,2.444275651,0.471702319,0.021441014,201.8671514,0.010720507,0.412739529
food,Soybean,0.969317691,3.626656389,0.456101215,0.020385402,0.091487697,0.373404123,1.250317339,4.103143006,0.300751223,0.259171908,0.220762204,0.078104722,0.021763003,0.017969452,0.000848557,0.000648897,0.003232006,0,0.004791854,0.002420884,0.005066387,0.003830987,0.014026156,0.00072377,0.000486673,0.001110612,0.000187182,0.000586503,0.000574024,0.000386842,0.39415963,4.193858462,2.527877093,0.81985203,2.39649055,0.462480632,0.021021847,197.9206888,0.010510923,0.404670553
food_formula,Soybean_and_formula,0.469832975,1.233026802,0.181531421,0,0.102061286,0.174939964,0.297556546,1.414558223,0.375367665,0.233420544,0.185871914,0.07283423,0.01965755,0.017171241,0.000379176,0.000281673,0.006651825,3.79E-05,0.004257601,0.004506774,0.006711409,0.00366717,0.006083061,0.001202529,0.000893771,0.00084502,0.00028709,0.000536263,0.000812519,0.000368342,0.312489252,1.582572685,2.48402473,5.262530857,0.720314207,5.249819429,0.097454275,213.9968767,0.002118571,0.246813545
food_formula,Soybean_and_formula,0.774843502,1.53635458,0.155366406,0.020880665,0.105693088,0.259852287,0.337666125,1.712601651,0.359735732,0.24747422,0.196259341,0.068029057,0.018870288,0.014653697,0.004613201,0.001106333,0.004467081,0.002097858,0.005124619,0.005239427,0.0016595,0.004195717,0.004863691,0.000647101,0.000824531,0.000532292,0.000302676,0.000480107,0.000553167,0.000594915,0.279659293,1.416308418,2.223054377,4.709652088,0.644638369,4.698276116,0.087215779,191.5144756,0.001895995,0.220883441
food_formula,Soybean_and_formula,0.90482121,1.174466057,0.055760815,0.100181002,0.101201358,0.10053646,0.217788074,1.330407873,0.328932686,0.033866153,0.19604151,0.030992831,0.005725723,0.018090775,0.002029459,0.127618769,0.008396798,0.001590091,0.002029459,0.0051399,0.002127096,0.005474656,0.001555221,0.000760175,0.000774123,0.001074009,0.014268976,0.000397523,0.000885709,0.000223171,0.31323313,1.586339987,2.489937931,5.275058269,0.72202891,5.262316583,0.097686264,214.5062946,0.002123614,0.247401082
food,Strawberries,0.725734544,5.101549522,0.664538407,0.028638351,0.116781043,0.563806687,1.315822713,5.79472628,0.317392761,0.264812332,0.170174263,0.107355898,0.017225201,0.00844504,0.004490617,0.000502681,0.01875,0.001541555,0.006015416,0.005764075,0.001323727,0.003099866,0.003703083,0.000737265,0.002211796,0.000904826,0.000469169,0,0.001910188,0.000519437,0.450503431,0.58381567,0.450503431,6.353017768,1.135452524,4.900374052,0.055163685,143.5634912,0,0.013331224
food,Strawberries,0.890275063,6.291667071,0.781076588,0.027812479,0.14795693,0.784054372,1.738784235,7.100556138,0.392733457,0.219869045,0.150315682,0.116337673,0.022748397,0.010093569,0.000302945,0.000302945,0.004709414,0,0.00444778,0.003883201,0.004337618,0.002636996,0.006313644,0.001156698,0.003415014,0.000784902,0.000117047,0.000688511,0.000454417,0.000743592,0.360640872,0.46736113,0.360640872,5.085772297,0.908962198,3.922889485,0.044160107,114.9266779,0,0.010672026
food,Strawberries,0.564666637,5.135491309,0.610336061,0.052493186,0.106923785,0.499073685,1.172076878,5.798320556,0.356225148,0.240528138,0.148005535,0.131493018,0.026751481,0.009801401,0.000317233,0.000251598,0.002362838,0,0.004599876,0.003440336,0.002827748,0.002357368,0.006443109,0.000869656,0.001832293,0.000628996,0.000147677,0.000650874,0.00046491,0.000711039,0.31921037,0.413670581,0.31921037,4.501517661,0.804540421,3.472227081,0.039086984,101.7238759,0,0.009446021
food_formula,Strawberries_and_formula,0.861994954,2.189442116,0.317752227,-0.010118019,0.114653234,0.400193462,0.49302254,2.497076324,0.369328821,0.228238649,0.187232654,0.084099225,0.020588892,0.014765251,0.000403704,0.000386525,0.006072735,0,0.004887392,0.003899607,0.010212846,0.003444366,0.007258078,0.00200134,0.001322774,0.000962017,0.000111663,0.000566903,0.000541135,0.000515367,0.308341301,0.798002801,1.90240765,6.005867985,0.456694191,5.753765035,0.096962673,189.6492927,0,0.154073688
food_formula,Strawberries_and_formula,0.964674015,2.714020517,0.41791311,0,0.117803886,0.352075315,0.607582704,3.131933627,0.407395608,0.15898125,0.161848439,0.060772809,0.031197326,0.008010751,0.001395944,0.010993785,0.027716154,0.00145966,0.00203889,0.002432766,0.001905667,0.00332478,0.001998343,0.000752999,0.000741414,0.00093256,0.0003012,0.00093256,0.000637153,0.000399669,0.28917245,0.748392851,1.784139457,5.632497347,0.428302591,5.396067042,0.090934733,177.8592438,0,0.14449529
food_formula,Strawberries_and_formula,1.022370594,2.361989394,0.359759277,-0.030354057,0.11433089,0.447667764,0.510893246,2.691394614,0.405749064,0.164537867,0.177869182,0.081057945,0.019683786,0.013106865,0.006430767,0.003706043,0.008372525,0.011958513,0.005407691,0.003288461,0.003445054,0.004619504,0.004128845,0.000694231,0.000767307,0.000741209,0.000375824,0.000621154,0.00071511,0.000490659,0.300629423,0.778044073,1.854826817,5.855656119,0.445271881,5.609858478,0.094537554,184.9060026,0,0.150220174
food,Yellow_peas,0.523848902,3.38995571,0.457452564,0.012975448,0.09704552,1.668347818,0.602708156,3.860383722,0.406409876,0.144453919,0.180284719,0.1435271,0.022243642,0.010732557,0.0008156,0.006209683,0.006673093,0.001204864,0.003392155,0.004152147,0.001464373,0.001964855,0.001260473,0.000889746,0.001538519,0.000722918,7.41E-05,0,0.000296582,0.001000964,0.140350786,2.272603107,0.34008075,5.651818179,2.207825822,0.183535643,0.010796214,165.0201354,0.009716593,0.043184857
food,Yellow_peas,0.701471231,3.388355118,0.523616424,0.024433462,0.082645763,0.459968477,0.333412709,3.936405004,0.432831674,0.163218999,0.151595938,0.076102272,0.016194225,0.011728906,0.00148844,0.027473291,0.00517977,0.001964741,0.002050739,0.003572255,0.001534747,0.001620746,0.002242583,0.000555684,0.001065061,0.000833526,0.000291073,0.000502762,0.000191843,0.000641683,0.139651287,2.261276607,0.338385811,5.623649899,2.196822167,0.182620914,0.010742407,164.1976862,0.009668166,0.042969627
food,Yellow_peas,0.701869514,4.586914022,0.484995927,0.043301449,0.082248232,0.719595584,1.165634478,5.115211398,0.37893499,0.25817905,0.161545652,0.079823001,0.023489326,0.014835364,0,0.000384453,0.004055602,0,0.0045079,0.004930045,0.003814377,0.00185442,0.002163491,0.001266433,0.001831806,0.000783983,0.000203534,0.000414606,0.000459836,0.000437221,0.131854631,2.135030751,0.319493913,5.309684552,2.074174768,0.172425286,0.010142664,155.0306177,0.009128398,0.040570656
food_formula,Yellow_peas_and_formula,0.776419537,1.374306895,0.096787608,0,0.104160823,0.156474846,0.195995694,1.471094503,0.423290505,0.03620333,0.164486852,0.044055464,0.005826706,0.020945424,0.001315088,0.149238545,0.006978608,0.001267093,0.002255809,0.003566098,0.002442993,0.00506837,0.00271657,0.000537554,0.000950319,0.000815931,0.000225581,0.00047516,0.000479959,0.000211182,0.25338569,1.150535838,1.984854574,6.034905526,0.652004642,5.049173389,0.092702082,200.782409,0.001854042,0.168923794
